Day,Hour,Temp,Dir,Spd
72,22,0.771331058,120,0.205882353
72,23,0.767918089,130,0.235294118
72,24,0.774744027,130,0.254901961
73,1,0.757679181,130,0.264705882
73,2,0.733788396,130,0.156862745
73,3,0.737201365,110,0.166666667
73,4,0.737201365,120,0.166666667
73,5,0.733788396,120,0.176470588
73,6,0.737201365,120,0.137254902
73,7,0.744027304,110,0.205882353
73,8,0.788395904,110,0.176470588
73,9,0.825938567,120,0.225490196
73,10,0.839590444,120,0.254901961
73,11,0.873720137,120,0.31372549
73,12,0.887372014,130,0.303921569
73,13,0.897610922,130,0.31372549
73,14,0.901023891,130,0.323529412
73,15,0.883959044,130,0.323529412
73,16,0.866894198,120,0.303921569
73,17,0.843003413,120,0.323529412
73,18,0.798634812,110,0.264705882
73,19,0.764505119,110,0.274509804
73,20,0.76109215,120,0.147058824
73,21,0.757679181,120,0.18627451
73,22,0.754266212,120,0.137254902
73,23,0.754266212,120,0.18627451
73,24,0.757679181,120,0.117647059
74,1,0.754266212,120,0.137254902
74,2,0.747440273,120,0.235294118
74,3,0.740614334,120,0.137254902
74,4,0.744027304,130,0.088235294
74,5,0.740614334,140,0.039215686
74,6,0.733788396,120,0
74,7,0.754266212,130,0.039215686
74,8,0.815699659,140,0.029411765
74,9,0.832764505,130,0.029411765
74,10,0.873720137,110,0.137254902
74,11,0.918088737,120,0.156862745
74,12,0.901023891,120,0.156862745
74,13,0.860068259,120,0.176470588
74,14,0.880546075,120,0.196078431
74,15,0.890784983,110,0.264705882
74,16,0.849829352,110,0.303921569
74,17,0.853242321,110,0.31372549
74,18,0.80887372,110,0.264705882
74,19,0.774744027,110,0.196078431
74,20,0.764505119,110,0.245098039
74,21,0.767918089,130,0.18627451
74,22,0.764505119,120,0.156862745
74,23,0.771331058,130,0.166666667
74,24,0.764505119,140,0.12745098
75,1,0.76109215,140,0.156862745
75,2,0.750853242,130,0.078431373
75,3,0.747440273,140,0.12745098
75,4,0.740614334,130,0
75,5,0.747440273,140,0.009803922
75,6,0.740614334,120,0
75,7,0.771331058,150,0
75,8,0.802047782,130,0
75,9,0.85665529,220,0
75,10,0.860068259,150,0.039215686
75,11,0.853242321,260,0.058823529
75,12,0.911262799,,
75,13,0.870307167,270,0.098039216
75,14,0.873720137,270,0.225490196
75,15,0.883959044,270,0.215686275
75,16,0.887372014,260,0.235294118
75,17,0.853242321,260,0.284313725
75,18,0.839590444,260,0.176470588
75,19,0.80887372,260,0.137254902
75,20,0.805460751,270,0.098039216
75,21,0.788395904,230,0.078431373
75,22,0.795221843,170,0.049019608
75,23,0.791808874,180,0.078431373
75,24,0.781569966,280,0.078431373
76,1,0.774744027,280,0.049019608
76,2,0.771331058,290,0.107843137
76,3,0.767918089,290,0.078431373
76,4,0.767918089,290,0.029411765
76,5,0.767918089,290,0.019607843
76,6,0.76109215,290,0
76,7,0.774744027,290,0
76,8,0.802047782,280,0.019607843
76,9,0.80887372,280,0.098039216
76,10,0.791808874,260,0.254901961
76,11,0.836177474,270,0.147058824
76,12,0.870307167,270,0.235294118
76,13,0.890784983,230,0.156862745
76,14,0.887372014,270,0.215686275
76,15,0.924914676,270,0.137254902
76,16,0.928327645,,
76,17,0.901023891,140,0.117647059
76,18,0.866894198,210,0.019607843
76,19,0.839590444,170,0.088235294
76,20,0.805460751,90,0.019607843
76,21,0.812286689,100,0
76,22,0.802047782,280,0.058823529
76,23,0.798634812,290,0.088235294
76,24,0.788395904,280,0.147058824
77,1,0.784982935,290,0.098039216
77,2,0.778156997,280,0
77,3,0.774744027,290,0.107843137
77,4,0.774744027,290,0.088235294
77,5,0.767918089,270,0.029411765
77,6,0.767918089,260,0
77,7,0.781569966,270,0
77,8,0.795221843,270,0.029411765
77,9,0.819112628,260,0.068627451
77,10,0.846416382,240,0.029411765
77,11,0.853242321,270,0.156862745
77,12,0.860068259,270,0.166666667
77,13,0.866894198,290,0.068627451
77,14,0.877133106,290,0.088235294
77,15,0.90443686,150,0.107843137
77,16,0.846416382,,
77,17,0.829351536,290,0.215686275
77,18,0.802047782,290,0.117647059
77,19,0.798634812,180,0.009803922
77,20,0.798634812,290,0.117647059
77,21,0.784982935,260,0.058823529
77,22,0.781569966,270,0.117647059
77,23,0.767918089,260,0.088235294
77,24,0.696245734,130,0.166666667
78,1,0.692832765,120,0.078431373
78,2,0.696245734,100,0.009803922
78,3,0.696245734,110,0.068627451
78,4,0.696245734,120,0.039215686
78,5,0.716723549,90,0.049019608
78,6,0.726962457,110,0.098039216
78,7,0.730375427,30,0.117647059
78,8,0.76109215,40,0.147058824
78,9,0.791808874,90,0.166666667
78,10,0.720136519,130,0.31372549
78,11,0.754266212,,
78,12,0.839590444,120,0.294117647
78,13,0.883959044,120,0.264705882
78,14,0.883959044,120,0.392156863
78,15,0.85665529,120,0.382352941
78,16,0.839590444,120,0.401960784
78,17,0.822525597,110,0.333333333
78,18,0.788395904,120,0.303921569
78,19,0.778156997,110,0.343137255
78,20,0.778156997,120,0.362745098
78,21,0.788395904,110,0.235294118
78,22,0.781569966,90,0.254901961
78,23,0.778156997,110,0.254901961
78,24,0.774744027,120,0.362745098
79,1,0.764505119,100,0.352941176
79,2,0.754266212,90,0.37254902
79,3,0.750853242,80,0.333333333
79,4,0.744027304,80,0.382352941
79,5,0.744027304,70,0.450980392
79,6,0.737201365,70,0.303921569
79,7,0.737201365,70,0.294117647
79,8,0.754266212,70,0.303921569
79,9,0.771331058,70,0.274509804
79,10,0.76109215,80,0.245098039
79,11,0.802047782,80,0.294117647
79,12,0.778156997,100,0.392156863
79,13,0.812286689,100,0.401960784
79,14,0.791808874,110,0.421568627
79,15,0.788395904,110,0.284313725
79,16,0.791808874,120,0.382352941
79,17,0.784982935,100,0.31372549
79,18,0.781569966,110,0.323529412
79,19,0.781569966,110,0.392156863
79,20,0.778156997,110,0.392156863
79,21,0.774744027,120,0.519607843
79,22,0.774744027,120,0.470588235
79,23,0.757679181,100,0.411764706
79,24,0.754266212,110,0.401960784
80,1,0.76109215,100,0.401960784
80,2,0.757679181,100,0.411764706
80,3,0.747440273,70,0.362745098
80,4,0.720136519,80,0.352941176
80,5,0.737201365,90,0.352941176
80,6,0.737201365,80,0.333333333
80,7,0.737201365,80,0.401960784
80,8,0.754266212,70,0.382352941
80,9,0.767918089,70,0.421568627
80,10,0.774744027,80,0.323529412
80,11,0.80887372,70,0.31372549
80,12,0.788395904,100,0.431372549
80,13,0.815699659,110,0.480392157
80,14,0.791808874,110,0.509803922
80,15,0.798634812,110,0.450980392
80,16,0.795221843,110,0.401960784
80,17,0.788395904,120,0.421568627
80,18,0.771331058,120,0.382352941
80,19,0.767918089,120,0.441176471
80,20,0.764505119,120,0.441176471
80,21,0.764505119,110,0.460784314
80,22,0.679180887,110,0.529411765
80,23,0.692832765,120,0.509803922
80,24,0.716723549,110,0.401960784
81,1,0.720136519,110,0.343137255
81,2,0.744027304,120,0.37254902
81,3,0.740614334,110,0.441176471
81,4,0.744027304,100,0.362745098
81,5,0.733788396,110,0.303921569
81,6,0.726962457,110,0.37254902
81,7,0.730375427,100,0.215686275
81,8,0.771331058,100,0.18627451
81,9,0.815699659,90,0.205882353
81,10,0.839590444,120,0.382352941
81,11,0.860068259,120,0.401960784
81,12,0.870307167,120,0.411764706
81,13,0.866894198,120,0.450980392
81,14,0.880546075,120,0.323529412
81,15,0.870307167,140,0.31372549
81,16,0.866894198,140,0.274509804
81,17,0.822525597,120,0.303921569
81,18,0.774744027,130,0.31372549
81,19,0.747440273,120,0.284313725
81,20,0.744027304,110,0.196078431
81,21,0.733788396,110,0.029411765
81,22,0.733788396,120,0.039215686
81,23,0.747440273,290,0.029411765
81,24,0.737201365,280,0.205882353
82,1,0.737201365,280,0.18627451
82,2,0.744027304,260,0.18627451
82,3,0.740614334,260,0.166666667
82,4,0.744027304,250,0.176470588
82,5,0.740614334,260,0.18627451
82,6,0.740614334,270,0.058823529
82,7,0.757679181,300,0.107843137
82,8,0.781569966,360,0.147058824
82,9,0.819112628,20,0.323529412
82,10,0.85665529,20,0.392156863
82,11,0.880546075,20,0.450980392
82,12,0.911262799,10,0.37254902
82,13,0.938566553,30,0.196078431
82,14,0.928327645,350,0.245098039
82,15,0.897610922,260,0.31372549
82,16,0.914675768,300,0.196078431
82,17,0.924914676,,
82,18,0.897610922,360,0.264705882
82,19,0.887372014,350,0.215686275
82,20,0.887372014,350,0.323529412
82,21,0.866894198,360,0.333333333
82,22,0.853242321,10,0.323529412
82,23,0.839590444,360,0.323529412
82,24,0.815699659,350,0.254901961
83,1,0.805460751,300,0.12745098
83,2,0.798634812,340,0.18627451
83,3,0.784982935,340,0.196078431
83,4,0.781569966,350,0.254901961
83,5,0.771331058,300,0.166666667
83,6,0.750853242,250,0.078431373
83,7,0.757679181,210,0.049019608
83,8,0.788395904,330,0.029411765
83,9,0.825938567,350,0.078431373
83,10,,,
83,11,0.870307167,,
83,12,0.901023891,20,0.205882353
83,13,0.914675768,320,0.264705882
83,14,0.935153584,350,0.303921569
83,15,0.873720137,300,0.31372549
83,16,0.901023891,,
83,17,0.894197952,,
83,18,0.877133106,10,0.254901961
83,19,0.853242321,360,0.284313725
83,20,0.836177474,350,0.254901961
83,21,0.829351536,360,0.156862745
83,22,0.812286689,350,0.215686275
83,23,0.798634812,350,0.166666667
83,24,0.795221843,330,0.205882353
84,1,0.784982935,270,0.117647059
84,2,0.764505119,280,0.18627451
84,3,0.750853242,280,0.225490196
84,4,0.750853242,290,0.098039216
84,5,0.747440273,290,0.078431373
84,6,0.730375427,280,0.176470588
84,7,0.726962457,280,0.205882353
84,8,0.764505119,,
84,9,0.795221843,270,0.068627451
84,10,0.819112628,250,0.147058824
84,11,0.846416382,260,0.225490196
84,12,0.877133106,260,0.196078431
84,13,0.866894198,230,0.225490196
84,14,0.877133106,270,0.225490196
84,15,0.873720137,,
84,16,0.877133106,260,0.215686275
84,17,0.860068259,280,0.274509804
84,18,0.839590444,280,0.18627451
84,19,0.825938567,260,0.147058824
84,20,0.825938567,260,0.156862745
84,21,0.812286689,260,0.058823529
84,22,0.791808874,280,0.058823529
84,23,0.781569966,270,0.088235294
84,24,0.771331058,270,0.107843137
85,1,0.76109215,270,0.176470588
85,2,0.754266212,270,0.137254902
85,3,0.757679181,260,0.019607843
85,4,0.750853242,270,0.039215686
85,5,0.750853242,260,0.058823529
85,6,0.747440273,270,0.088235294
85,7,0.757679181,260,0.117647059
85,8,0.774744027,260,0.137254902
85,9,0.819112628,260,0.117647059
85,10,0.843003413,260,0.117647059
85,11,0.839590444,270,0.18627451
85,12,0.866894198,260,0.137254902
85,13,0.948805461,140,0.225490196
85,14,0.945392491,130,0.245098039
85,15,0.866894198,110,0.323529412
85,16,0.853242321,110,0.284313725
85,17,0.849829352,110,0.245098039
85,18,0.812286689,110,0.147058824
85,19,0.795221843,110,0.058823529
85,20,0.791808874,110,0.029411765
85,21,0.791808874,90,0
85,22,0.771331058,110,0
85,23,0.76109215,110,0
85,24,0.76109215,110,0
86,1,0.754266212,110,0
86,2,0.764505119,260,0
86,3,0.757679181,270,0
86,4,0.76109215,260,0
86,5,0.750853242,260,0
86,6,0.750853242,260,0
86,7,0.750853242,110,0
86,8,0.805460751,50,0.049019608
86,9,0.849829352,20,0.029411765
86,10,0.883959044,40,0.068627451
86,11,0.914675768,30,0.107843137
86,12,0.941979522,120,0.156862745
86,13,0.982935154,120,0.264705882
86,14,0.972696246,130,0.303921569
86,15,0.948805461,140,0.303921569
86,16,0.90443686,140,0.352941176
86,17,0.846416382,130,0.31372549
86,18,0.812286689,110,0.264705882
86,19,0.798634812,110,0.254901961
86,20,0.795221843,120,0.31372549
86,21,0.791808874,120,0.264705882
86,22,0.784982935,120,0.37254902
86,23,0.778156997,120,0.323529412
86,24,0.774744027,120,0.274509804
87,1,0.771331058,120,0.284313725
87,2,0.764505119,120,0.294117647
87,3,0.720136519,100,0.254901961
87,4,0.726962457,90,0.176470588
87,5,0.740614334,100,0.254901961
87,6,0.744027304,80,0.284313725
87,7,0.744027304,90,0.352941176
87,8,0.757679181,100,0.343137255
87,9,0.784982935,110,0.31372549
87,10,0.795221843,110,0.303921569
87,11,0.832764505,110,0.362745098
87,12,0.873720137,100,0.352941176
87,13,0.866894198,120,0.529411765
87,14,0.873720137,120,0.450980392
87,15,0.832764505,110,0.460784314
87,16,0.812286689,110,0.37254902
87,17,0.781569966,120,0.37254902
87,18,0.750853242,110,0.333333333
87,19,0.737201365,120,0.343137255
87,20,0.709897611,120,0.392156863
87,21,0.723549488,120,0.37254902
87,22,0.720136519,120,0.343137255
87,23,0.720136519,120,0.333333333
87,24,0.709897611,110,0.352941176
88,1,0.709897611,120,0.333333333
88,2,0.692832765,120,0.362745098
88,3,0.651877133,110,0.323529412
88,4,0.682593857,110,0.392156863
88,5,0.66552901,110,0.37254902
88,6,0.66894198,120,0.343137255
88,7,0.675767918,110,0.294117647
88,8,0.648464164,70,0.294117647
88,9,0.696245734,80,0.323529412
88,10,0.744027304,100,0.411764706
88,11,0.76109215,120,0.539215686
88,12,0.788395904,120,0.480392157
88,13,0.795221843,120,0.362745098
88,14,0.788395904,120,0.37254902
88,15,0.771331058,120,0.382352941
88,16,0.757679181,110,0.31372549
88,17,0.730375427,120,0.264705882
88,18,0.692832765,120,0.245098039
88,19,0.679180887,110,0.274509804
88,20,0.686006826,120,0.245098039
88,21,0.692832765,120,0.31372549
88,22,0.689419795,120,0.254901961
88,23,0.692832765,120,0.264705882
88,24,0.682593857,120,0.303921569
89,1,0.682593857,110,0.274509804
89,2,0.686006826,110,0.205882353
89,3,0.675767918,120,0.235294118
89,4,0.662116041,100,0.225490196
89,5,0.658703072,110,0.235294118
89,6,0.655290102,80,0.225490196
89,7,0.658703072,70,0.137254902
89,8,0.696245734,100,0.156862745
89,9,0.747440273,90,0.166666667
89,10,0.791808874,,
89,11,0.846416382,,
89,12,0.815699659,120,0.196078431
89,13,0.883959044,60,0.12745098
89,14,0.873720137,130,0.245098039
89,15,0.849829352,120,0.274509804
89,16,0.829351536,120,0.225490196
89,17,0.774744027,120,0.245098039
89,18,0.726962457,120,0.215686275
89,19,0.703071672,120,0.205882353
89,20,0.689419795,110,0.196078431
89,21,0.686006826,110,0.235294118
89,22,0.689419795,110,0.176470588
89,23,0.689419795,120,0.156862745
89,24,0.679180887,110,0.078431373
90,1,0.675767918,110,0.068627451
90,2,0.675767918,110,0.039215686
90,3,0.66894198,110,0
90,4,0.682593857,120,0
90,5,0.658703072,120,0
90,6,0.662116041,120,0
90,7,0.682593857,120,0.039215686
90,8,0.733788396,120,0.137254902
90,9,0.784982935,130,0.166666667
90,10,0.791808874,130,0.156862745
90,11,0.774744027,140,0.009803922
90,12,0.781569966,270,0
90,13,0.778156997,270,0.039215686
90,14,0.706484642,270,0.039215686
90,15,0.71331058,60,0
90,16,0.750853242,110,0.12745098
90,17,0.733788396,110,0.107843137
90,18,0.71331058,110,0.147058824
90,19,0.699658703,110,0.156862745
90,20,0.703071672,110,0.166666667
90,21,0.699658703,110,0.18627451
90,22,0.699658703,110,0.196078431
90,23,0.699658703,110,0.166666667
90,24,0.699658703,120,0.12745098
91,1,0.71331058,130,0.166666667
91,2,0.706484642,130,0.245098039
91,3,0.706484642,120,0.166666667
91,4,0.696245734,130,0.098039216
91,5,0.699658703,130,0.166666667
91,6,0.692832765,120,0.156862745
91,7,0.703071672,120,0.156862745
91,8,0.740614334,110,0.215686275
91,9,0.675767918,80,0.156862745
91,10,0.767918089,100,0.205882353
91,11,0.802047782,110,0.235294118
91,12,0.822525597,100,0.274509804
91,13,0.853242321,120,0.303921569
91,14,0.849829352,110,0.352941176
91,15,0.825938567,120,0.294117647
91,16,0.829351536,120,0.323529412
91,17,0.791808874,130,0.31372549
91,18,0.733788396,130,0.264705882
91,19,0.71331058,120,0.245098039
91,20,0.706484642,110,0.225490196
91,21,0.706484642,110,0.264705882
91,22,0.706484642,120,0.31372549
91,23,0.716723549,110,0.274509804
91,24,0.723549488,120,0.235294118
92,1,0.689419795,120,0.254901961
92,2,0.686006826,110,0.225490196
92,3,0.675767918,110,0.225490196
92,4,0.686006826,110,0.18627451
92,5,0.675767918,110,0.215686275
92,6,0.675767918,110,0.196078431
92,7,0.675767918,90,0.107843137
92,8,0.679180887,120,0.18627451
92,9,0.703071672,100,0.225490196
92,10,0.733788396,100,0.294117647
92,11,0.798634812,120,0.303921569
92,12,0.832764505,110,0.333333333
92,13,0.843003413,120,0.294117647
92,14,0.853242321,110,0.323529412
92,15,0.85665529,130,0.254901961
92,16,0.819112628,140,0.294117647
92,17,0.784982935,140,0.235294118
92,18,0.737201365,120,0.235294118
92,19,0.716723549,110,0.245098039
92,20,0.706484642,120,0.215686275
92,21,0.706484642,120,0.176470588
92,22,0.709897611,110,0.12745098
92,23,0.709897611,110,0.107843137
92,24,0.709897611,110,0.18627451
93,1,0.703071672,120,0.18627451
93,2,0.703071672,110,0.225490196
93,3,0.692832765,110,0.205882353
93,4,0.692832765,120,0.166666667
93,5,0.692832765,120,0.166666667
93,6,0.692832765,110,0.088235294
93,7,0.699658703,110,0.049019608
93,8,0.744027304,100,0.078431373
93,9,0.771331058,120,0.12745098
93,10,0.849829352,120,0.196078431
93,11,0.877133106,130,0.264705882
93,12,0.890784983,130,0.264705882
93,13,0.894197952,120,0.254901961
93,14,0.883959044,130,0.294117647
93,15,0.863481229,130,0.284313725
93,16,0.836177474,120,0.254901961
93,17,0.795221843,120,0.254901961
93,18,0.750853242,130,0.225490196
93,19,0.730375427,120,0.205882353
93,20,0.716723549,120,0.196078431
93,21,0.709897611,120,0.235294118
93,22,0.709897611,120,0.205882353
93,23,0.706484642,120,0.18627451
93,24,0.696245734,120,0.088235294
94,1,0.692832765,120,0
94,2,0.686006826,130,0
94,3,0.696245734,140,0
94,4,0.675767918,130,0
94,5,0.66894198,120,0
94,6,0.679180887,110,0
94,7,0.689419795,110,0
94,8,0.747440273,120,0.029411765
94,9,0.812286689,120,0.176470588
94,10,0.853242321,130,0.215686275
94,11,0.883959044,140,0.264705882
94,12,0.914675768,150,0.235294118
94,13,0.918088737,120,0.274509804
94,14,0.918088737,120,0.225490196
94,15,0.853242321,120,0.245098039
94,16,0.846416382,110,0.18627451
94,17,0.802047782,110,0.176470588
94,18,0.771331058,110,0.137254902
94,19,0.744027304,120,0.12745098
94,20,0.740614334,110,0.098039216
94,21,0.730375427,120,0.147058824
94,22,0.726962457,110,0.147058824
94,23,0.720136519,120,0.166666667
94,24,0.720136519,130,0.137254902
95,1,0.716723549,110,0.107843137
95,2,0.709897611,120,0.147058824
95,3,0.71331058,120,0.078431373
95,4,0.71331058,110,0.058823529
95,5,0.71331058,120,0.107843137
95,6,0.71331058,120,0.029411765
95,7,0.723549488,120,0
95,8,0.754266212,120,0.029411765
95,9,0.781569966,120,0.068627451
95,10,0.822525597,120,0.12745098
95,11,0.853242321,120,0.245098039
95,12,0.822525597,120,0.254901961
95,13,0.890784983,120,0.284313725
95,14,0.883959044,120,0.274509804
95,15,0.866894198,130,0.274509804
95,16,0.836177474,120,0.294117647
95,17,0.80887372,120,0.274509804
95,18,0.76109215,110,0.303921569
95,19,0.750853242,110,0.284313725
95,20,0.747440273,120,0.303921569
95,21,0.744027304,120,0.343137255
95,22,0.740614334,120,0.362745098
95,23,0.754266212,110,0.284313725
95,24,0.744027304,110,0.352941176
96,1,0.740614334,110,0.323529412
96,2,0.692832765,120,0.303921569
96,3,0.66894198,110,0.303921569
96,4,0.631399317,40,0.147058824
96,5,0.638225256,160,0.029411765
96,6,0.631399317,20,0.176470588
96,7,0.645051195,30,0.254901961
96,8,0.66894198,40,0.166666667
96,9,0.692832765,30,0.31372549
96,10,0.737201365,30,0.274509804
96,11,0.76109215,20,0.235294118
96,12,0.784982935,10,0.254901961
96,13,0.76109215,40,0.176470588
96,14,0.747440273,10,0.166666667
96,15,0.726962457,360,0.264705882
96,16,0.709897611,10,0.294117647
96,17,0.703071672,30,0.12745098
96,18,0.686006826,40,0.18627451
96,19,0.66894198,40,0.245098039
96,20,0.655290102,50,0.205882353
96,21,0.648464164,30,0.284313725
96,22,0.648464164,30,0.294117647
96,23,0.641638225,30,0.274509804
96,24,0.627986348,20,0.254901961
97,1,0.624573379,10,0.147058824
97,2,0.62116041,10,0.058823529
97,3,0.604095563,30,0.137254902
97,4,0.593856655,360,0.137254902
97,5,0.576791809,20,0.245098039
97,6,0.566552901,10,0.215686275
97,7,0.56996587,20,0.176470588
97,8,0.583617747,30,0.196078431
97,9,0.614334471,40,0.18627451
97,10,0.662116041,60,0.176470588
97,11,0.709897611,100,0.18627451
97,12,0.740614334,110,0.196078431
97,13,0.791808874,120,0.196078431
97,14,0.76109215,120,0.18627451
97,15,0.764505119,130,0.284313725
97,16,0.747440273,130,0.31372549
97,17,0.699658703,120,0.245098039
97,18,0.679180887,120,0.245098039
97,19,0.682593857,120,0.205882353
97,20,0.682593857,120,0.235294118
97,21,0.686006826,60,0.147058824
97,22,0.682593857,60,0.166666667
97,23,0.672354949,120,0.303921569
97,24,0.66894198,120,0.274509804
98,1,0.651877133,110,0.215686275
98,2,0.627986348,10,0.196078431
98,3,0.610921502,10,0.147058824
98,4,0.614334471,50,0.235294118
98,5,0.604095563,60,0.215686275
98,6,0.597269625,50,0.137254902
98,7,0.597269625,50,0.078431373
98,8,0.624573379,40,0.147058824
98,9,0.66894198,30,0.323529412
98,10,0.703071672,20,0.235294118
98,11,0.76109215,20,0.205882353
98,12,0.795221843,120,0.225490196
98,13,0.781569966,120,0.274509804
98,14,0.778156997,120,0.31372549
98,15,0.747440273,120,0.264705882
98,16,0.723549488,120,0.254901961
98,17,0.720136519,120,0.18627451
98,18,0.679180887,130,0.205882353
98,19,0.66552901,110,0.18627451
98,20,0.66894198,100,0.147058824
98,21,0.672354949,100,0.107843137
98,22,0.675767918,100,0.058823529
98,23,0.675767918,110,0.088235294
98,24,0.662116041,80,0.12745098
99,1,0.66894198,60,0.098039216
99,2,0.655290102,20,0.117647059
99,3,0.648464164,30,0.098039216
99,4,0.634812287,360,0.117647059
99,5,0.61774744,60,0.078431373
99,6,0.597269625,20,0.18627451
99,7,0.600682594,50,0.098039216
99,8,0.641638225,50,0.166666667
99,9,0.689419795,40,0.18627451
99,10,0.723549488,40,0.274509804
99,11,0.76109215,50,0.18627451
99,12,0.791808874,110,0.156862745
99,13,0.798634812,110,0.254901961
99,14,0.836177474,120,0.245098039
99,15,0.822525597,130,0.323529412
99,16,0.784982935,130,0.31372549
99,17,0.747440273,,
99,18,0.703071672,110,0.225490196
99,19,0.706484642,120,0.156862745
99,20,0.699658703,110,0.235294118
99,21,0.696245734,100,0.215686275
99,22,0.692832765,120,0.225490196
99,23,0.689419795,120,0.31372549
99,24,0.689419795,120,0.323529412
100,1,0.679180887,120,0.264705882
100,2,0.675767918,90,0.166666667
100,3,0.655290102,30,0.166666667
100,4,0.627986348,30,0.205882353
100,5,0.627986348,30,0.117647059
100,6,0.61774744,30,0.196078431
100,7,0.61774744,40,0.235294118
100,8,0.638225256,30,0.245098039
100,9,0.686006826,40,0.215686275
100,10,0.709897611,30,0.156862745
100,11,0.76109215,10,0.176470588
100,12,0.825938567,120,0.215686275
100,13,0.781569966,140,0.31372549
100,14,0.781569966,130,0.274509804
100,15,0.767918089,130,0.284313725
100,16,0.723549488,,
100,17,0.703071672,130,0.274509804
100,18,0.672354949,110,0.245098039
100,19,0.66894198,110,0.274509804
100,20,0.672354949,120,0.264705882
100,21,0.66552901,120,0.225490196
100,22,0.672354949,120,0.245098039
100,23,0.631399317,110,0.254901961
100,24,0.655290102,120,0.294117647
101,1,0.658703072,120,0.31372549
101,2,0.655290102,120,0.362745098
101,3,0.651877133,120,0.37254902
101,4,0.631399317,50,0.225490196
101,5,0.61774744,50,0.274509804
101,6,0.600682594,50,0.235294118
101,7,0.597269625,50,0.196078431
101,8,0.627986348,50,0.078431373
101,9,0.675767918,40,0.215686275
101,10,0.71331058,20,0.205882353
101,11,0.750853242,10,0.205882353
101,12,0.774744027,360,0.235294118
101,13,0.784982935,10,0.254901961
101,14,0.805460751,10,0.196078431
101,15,0.825938567,20,0.156862745
101,16,0.791808874,110,0.088235294
101,17,0.747440273,260,0.137254902
101,18,0.686006826,110,0.137254902
101,19,0.662116041,110,0.176470588
101,20,0.655290102,,
101,21,0.648464164,120,0.254901961
101,22,0.648464164,120,0.18627451
101,23,0.645051195,110,0.107843137
101,24,0.651877133,100,0.039215686
102,1,0.648464164,30,0.039215686
102,2,0.645051195,10,0.215686275
102,3,0.631399317,30,0.196078431
102,4,0.61774744,30,0.274509804
102,5,0.610921502,20,0.294117647
102,6,0.600682594,50,0.284313725
102,7,0.607508532,40,0.215686275
102,8,0.627986348,20,0.196078431
102,9,0.672354949,30,0.196078431
102,10,0.716723549,10,0.166666667
102,11,0.740614334,10,0.225490196
102,12,0.757679181,10,0.274509804
102,13,0.771331058,20,0.254901961
102,14,0.791808874,360,0.245098039
102,15,0.781569966,10,0.235294118
102,16,0.774744027,30,0.18627451
102,17,0.744027304,10,0.196078431
102,18,0.726962457,360,0.235294118
102,19,0.706484642,40,0.18627451
102,20,0.696245734,40,0.147058824
102,21,0.66552901,100,0.137254902
102,22,0.648464164,100,0.088235294
102,23,0.655290102,10,0.18627451
102,24,0.645051195,30,0.235294118
103,1,0.631399317,20,0.245098039
103,2,0.62116041,30,0.274509804
103,3,0.593856655,30,0.245098039
103,4,0.604095563,30,0.235294118
103,5,0.597269625,10,0.225490196
103,6,0.576791809,20,0.37254902
103,7,0.583617747,30,0.235294118
103,8,0.604095563,10,0.137254902
103,9,0.651877133,,
103,10,0.66894198,30,0.284313725
103,11,0.723549488,10,0.205882353
103,12,0.764505119,360,0.205882353
103,13,0.754266212,120,0.196078431
103,14,0.802047782,140,0.225490196
103,15,0.726962457,140,0.176470588
103,16,0.706484642,130,0.098039216
103,17,0.696245734,120,0.12745098
103,18,0.658703072,110,0.166666667
103,19,0.641638225,120,0.107843137
103,20,0.641638225,110,0.176470588
103,21,0.655290102,110,0.12745098
103,22,0.655290102,110,0.049019608
103,23,0.648464164,110,0.068627451
103,24,0.634812287,60,0.088235294
104,1,0.641638225,360,0.078431373
104,2,0.583617747,50,0.166666667
104,3,0.566552901,50,0.098039216
104,4,0.57337884,120,0.107843137
104,5,0.583617747,110,0.107843137
104,6,0.583617747,360,0.176470588
104,7,0.583617747,10,0.098039216
104,8,0.583617747,40,0.166666667
104,9,0.62116041,50,0.205882353
104,10,,,
104,11,0.641638225,,
104,12,0.699658703,70,0.058823529
104,13,0.757679181,20,0.107843137
104,14,0.720136519,20,0.098039216
104,15,0.696245734,10,0.264705882
104,16,0.686006826,10,0.215686275
104,17,0.66894198,350,0.245098039
104,18,0.655290102,360,0.235294118
104,19,0.641638225,350,0.254901961
104,20,0.627986348,10,0.18627451
104,21,0.61774744,20,0.12745098
104,22,0.607508532,10,0.068627451
104,23,0.600682594,10,0.156862745
104,24,0.587030717,10,0.176470588
105,1,0.576791809,20,0.098039216
105,2,0.566552901,20,0.176470588
105,3,0.559726962,360,0.107843137
105,4,0.549488055,10,0.18627451
105,5,0.539249147,20,0.176470588
105,6,0.52559727,10,0.215686275
105,7,0.5221843,10,0.137254902
105,8,0.549488055,360,0.196078431
105,9,0.566552901,360,0.215686275
105,10,0.624573379,10,0.264705882
105,11,0.689419795,20,0.196078431
105,12,0.696245734,10,0.205882353
105,13,0.692832765,10,0.254901961
105,14,0.709897611,360,0.215686275
105,15,0.706484642,10,0.215686275
105,16,0.706484642,,
105,17,0.679180887,40,0.196078431
105,18,0.655290102,20,0.176470588
105,19,0.645051195,10,0.18627451
105,20,0.634812287,360,0.254901961
105,21,0.638225256,10,0.235294118
